basin,frac_snow,nse_clean,D_nse,temp_share,precip_share
11151300,0.0038403901400884,0.8647193908691406,0.1417175531387329,0.355352418851213,0.3833347943410753
11266500,0.885217452223562,0.7729212045669556,0.36152851581573486,0.5369682328909713,0.22135468706384467
11473900,0.262478357358648,0.8188745379447937,0.18940073251724243,0.4573067150971687,0.3072947284964116
11481200,0.0016368255310898,0.78178471326828,0.11713546514511108,0.39046855728726293,0.3972758411031847
11532500,0.0485353765496996,0.8578619360923767,0.1337674856185913,0.43754180533839326,0.3276485753307828
01031500,0.291836473001958,0.818418562412262,0.5514674186706543,0.3920197257477847,0.3833827011487709
01057000,0.251157672769098,0.8319109082221985,0.5120538473129272,0.4779089490513634,0.2963067550181688
01137500,0.301814975818189,0.6937626600265503,0.4746743440628052,0.42665708813155934,0.3462356263548688
01162500,0.226769184680043,0.789359986782074,0.5028775334358215,0.40572643508487083,0.35760837202965695
01195100,0.106042892091717,0.5549538731575012,0.3464621901512146,0.37011650543816277,0.3978660228333423
01350140,0.219859026682811,0.554563045501709,0.7611545324325562,0.3840987668240434,0.41680727221478403
01415000,0.213452184948768,0.7569281458854675,0.43807196617126465,0.3754343748669369,0.41433915715668046
01440000,0.147767408338048,0.7374321222305298,0.47239965200424194,0.3607549200952296,0.422622971669179
01487000,0.0424689894259026,0.8266141414642334,0.8011628985404968,0.2768222029840003,0.5109087080506373
01532000,0.176741266621108,0.5338141918182373,0.3034396171569824,0.384504962453526,0.40321465124188827
01544500,0.20336289315932,0.8017406463623047,0.3585408329963684,0.3929438138935739,0.3904067461190084
01550000,0.179825512854574,0.6749495267868042,0.3190574049949646,0.37747240686379674,0.4086018722078004
