basin,n_peaks,peak_mag_rel,peak_timing_abs,peak_shape_corr_med,n_wy,viol_adv,viol_clean,rc_adv_med,rc_clean_med,frac_snow,runoff_ratio
06350000,16,0.3057242128998041,0.0,0.9664052321162959,10,0.0,0.0,0.08944582939147949,0.02455577626824379,0.164913327830338,0.0415629035863965
06352000,14,0.12536288052797318,0.0,0.9790145411813919,10,0.0,0.0,0.10616336762905121,0.031100887805223465,0.168403955596369,0.0476100574275385
06404000,22,-0.36428961157798767,0.0,0.9733803238136987,10,0.0,0.0,0.05556407570838928,0.09209196269512177,0.191294358675479,0.104388382498058
06406000,17,-0.5750954747200012,0.0,0.9831880311221471,10,0.0,0.0,0.037917088717222214,0.05678937956690788,0.167832878351021,0.0811249962402975
06409000,25,-0.25103503465652466,0.0,0.9013655358801151,10,0.0,0.0,0.14641708135604858,0.09486885368824005,0.343337176611808,0.104855466801007
06431500,18,-0.25874367356300354,0.0,0.9439718388968783,10,0.0,0.0,0.2500724196434021,0.1945425570011139,0.36993144167527,0.19160478234476
06440200,37,-0.5936009287834167,0.0,0.9399484243120018,10,0.0,0.0,0.03714601695537567,0.039897989481687546,0.140805850137048,0.0549386582514342
06447500,22,-0.4335148185491562,0.0,0.9682834480674345,10,0.0,0.0,0.035885099321603775,0.04468419402837753,0.155649176414783,0.0501555462661523
06470800,15,-0.7759506106376648,1.0,0.8412742022623518,10,0.0,0.0,0.0358576774597168,0.0808849185705185,0.14718946482151,0.0354797001823268
06477500,19,-0.6944073438644409,1.0,0.9515238857828459,10,0.0,0.0,0.011247585527598858,0.016653113067150116,0.132381124658994,0.0396230218227996
06479215,32,-0.709026575088501,0.0,0.929241208326579,10,0.0,0.0,0.09957035630941391,0.09401257336139679,0.164751422321796,0.118501815172687
06601000,50,-0.2297794371843338,0.0,0.9866267041341918,10,0.0,0.0,0.15046824514865875,0.14123401045799255,0.105879368005318,0.168584713315325
06614800,16,-0.14232780784368515,2.5,0.8253862517309913,10,0.1,0.0,0.6840643882751465,0.6605043411254883,0.760476738091987,0.621256802493902
06622700,18,-0.12499082088470459,1.5,0.8691899250960192,10,0.0,0.0,0.6531530618667603,0.5105221271514893,0.717691988588396,0.522749828714775
06623800,14,-0.19823259394615889,1.5,0.8559554928692138,10,0.0,0.0,0.4605047404766083,0.43025511503219604,0.753935609059572,0.498983998298549
06632400,17,-0.14138592779636383,0.0,0.8878534675544482,10,0.0,0.0,0.6605572700500488,0.5243961811065674,0.744511869620645,0.490342732107327
06746095,16,-0.29153111577033997,1.5,0.7257417867825366,10,0.4,0.6,0.7686971426010132,1.0546908378601074,0.728744289492069,1.13032753016531
06803510,56,0.12080861628055573,0.0,0.9858124588400574,10,0.0,0.0,0.18531480431556702,0.12684226036071777,0.0940475934983777,0.129828408252372
06803530,47,-0.49709635972976685,0.0,0.9844713360469152,10,0.0,0.0,0.07632733881473541,0.11100934445858002,0.0991958577666237,0.126554340576194
06814000,48,-0.12898609414696693,0.0,0.9909910293088137,10,0.0,0.0,0.17241957783699036,0.1186714619398117,0.0902842088456011,0.175497813827597
06847900,9,-0.29513365030288696,0.0,0.9612335067739413,10,0.0,0.0,0.007779976353049278,0.008683733642101288,0.102382584534704,0.0077308463966411
06853800,33,-0.29762494564056396,0.0,0.9889563394959923,10,0.0,0.0,0.05384885147213936,0.03896687179803848,0.104135741933305,0.0539988765375486
06876700,24,0.32066841423511505,0.0,0.9814048042898967,10,0.0,0.0,0.06781323999166489,0.06620407104492188,0.0796113854216262,0.0777997700941664
06878000,40,-0.4328104108572006,0.0,0.9847745127829104,10,0.0,0.0,0.05678544193506241,0.062098726630210876,0.0727867121382812,0.127112864064265
06879650,29,-0.16155079007148743,0.0,0.9855317061360119,10,0.0,0.0,0.17099937796592712,0.14823684096336365,0.0672497335190048,0.181512500938322
06885500,54,0.14584336429834366,0.0,0.9942152426193298,10,0.0,0.0,0.23229998350143433,0.15962573885917664,0.0842987262187572,0.180176985913307
06888500,48,-0.22174793481826782,0.0,0.9933690682693452,10,0.0,0.0,0.24510648846626282,0.180843323469162,0.0703719655848806,0.22818196809291
06889200,51,0.2327231615781784,0.0,0.9952986744470537,10,0.0,0.0,0.23829558491706848,0.1631058156490326,0.0716152496141078,0.219975099284593
06889500,48,-0.16671352088451385,0.0,0.9937319293267508,10,0.0,0.0,0.22077059745788574,0.17323842644691467,0.069599735811632,0.217562012883959
06892000,43,0.21099428832530975,0.0,0.9919058598385188,10,0.0,0.0,0.3343665599822998,0.235616534948349,0.0715178249456991,0.22741671952724
06903400,42,0.004575610160827637,0.0,0.9862144945186531,10,0.0,0.0,0.2827582359313965,0.2557435631752014,0.0979262678501136,0.25833862327085
06906800,57,-0.17662906646728516,0.0,0.9920718497780592,10,0.0,0.0,0.3373998999595642,0.4049162268638611,0.0604504736826071,0.287498833421479
06910800,50,0.26022642850875854,0.0,0.9914761906885676,10,0.0,0.0,0.33543238043785095,0.20344027876853943,0.0613066358092003,0.216380603418198
